consumption_id,state,region,usage_date,usage_mwh,latitude,longitude
1223,Haryana,NR,2019-02-09,116.20,28.450006,77.019991
1224,Rajasthan,NR,2019-02-09,201.30,26.449999,74.639981
1225,Delhi,NR,2019-02-09,68.40,28.669993,77.230004
1226,UP,NR,2019-02-09,268.20,27.599981,78.050006
1227,Uttarakhand,NR,2019-02-09,30.90,30.320409,78.050006
1228,HP,NR,2019-02-09,25.20,31.100025,77.166597
1229,J&K,NR,2019-02-09,43.30,33.450000,76.240000
1230,Chandigarh,NR,2019-02-09,3.60,30.719997,76.780006
1231,Chhattisgarh,WR,2019-02-09,74.00,22.090420,82.159987
1232,Gujarat,WR,2019-02-09,234.90,22.258700,71.192400
1233,MP,WR,2019-02-09,166.00,21.300391,76.130019
1234,Maharashtra,WR,2019-02-09,350.40,19.250232,73.160175
1235,Goa,WR,2019-02-09,10.10,15.491997,73.818001
1236,DNH,WR,2019-02-09,15.30,20.266578,73.016618
1237,"Andhra Pradesh",SR,2019-02-09,149.80,14.750429,78.570026
1238,Telangana,SR,2019-02-09,145.80,18.112400,79.019300
1239,Karnataka,SR,2019-02-09,136.90,12.570381,76.919997
1240,Kerala,SR,2019-02-09,63.50,8.900373,76.569993
1241,"Tamil Nadu",SR,2019-02-09,221.80,12.920386,79.150042
1242,Pondy,SR,2019-02-09,6.00,11.934994,79.830000
1243,Bihar,ER,2019-02-09,79.40,25.785414,87.479973
1244,Jharkhand,ER,2019-02-09,22.70,23.800393,86.419986
1245,Odisha,ER,2019-02-09,80.10,19.820430,85.900017
1246,"West Bengal",ER,2019-02-09,117.40,22.580390,88.329947
1247,Sikkim,ER,2019-02-09,0.90,27.333330,88.616648
1248,"Arunachal Pradesh",NER,2019-02-09,2.00,27.100399,93.616601
1249,Assam,NER,2019-02-09,25.30,26.749981,94.216667
1250,Manipur,NER,2019-02-09,2.50,24.799971,93.950017
1251,Meghalaya,NER,2019-02-09,5.80,25.570492,91.880014
1252,Mizoram,NER,2019-02-09,1.80,23.710399,92.720015
1253,Nagaland,NER,2019-02-09,2.00,25.666998,94.116570
1254,Tripura,NER,2019-02-09,4.00,23.835404,91.279999
1255,Punjab,NR,2019-02-10,112.40,31.519974,75.980003
1256,Haryana,NR,2019-02-10,119.50,28.450006,77.019991
1257,Rajasthan,NR,2019-02-10,209.70,26.449999,74.639981
1258,Delhi,NR,2019-02-10,67.60,28.669993,77.230004
1259,UP,NR,2019-02-10,273.20,27.599981,78.050006
1260,Uttarakhand,NR,2019-02-10,31.90,30.320409,78.050006
1261,HP,NR,2019-02-10,26.40,31.100025,77.166597
1262,J&K,NR,2019-02-10,42.80,33.450000,76.240000
1263,Chandigarh,NR,2019-02-10,3.60,30.719997,76.780006
1264,Chhattisgarh,WR,2019-02-10,75.10,22.090420,82.159987
1265,Gujarat,WR,2019-02-10,261.50,22.258700,71.192400
1266,MP,WR,2019-02-10,175.00,21.300391,76.130019
1267,Maharashtra,WR,2019-02-10,360.60,19.250232,73.160175
1268,Goa,WR,2019-02-10,12.30,15.491997,73.818001
1269,DNH,WR,2019-02-10,17.00,20.266578,73.016618
1270,"Andhra Pradesh",SR,2019-02-10,148.70,14.750429,78.570026
1271,Telangana,SR,2019-02-10,148.60,18.112400,79.019300
1272,Karnataka,SR,2019-02-10,146.80,12.570381,76.919997
1273,Kerala,SR,2019-02-10,60.60,8.900373,76.569993
1274,"Tamil Nadu",SR,2019-02-10,230.70,12.920386,79.150042
1275,Pondy,SR,2019-02-10,6.10,11.934994,79.830000
1276,Bihar,ER,2019-02-10,82.60,25.785414,87.479973
1277,Jharkhand,ER,2019-02-10,23.80,23.800393,86.419986
1278,Odisha,ER,2019-02-10,78.30,19.820430,85.900017
1279,"West Bengal",ER,2019-02-10,123.70,22.580390,88.329947
1280,Sikkim,ER,2019-02-10,1.10,27.333330,88.616648
1281,"Arunachal Pradesh",NER,2019-02-10,1.80,27.100399,93.616601
1282,Assam,NER,2019-02-10,26.50,26.749981,94.216667
1283,Manipur,NER,2019-02-10,2.40,24.799971,93.950017
1284,Meghalaya,NER,2019-02-10,6.00,25.570492,91.880014
1285,Mizoram,NER,2019-02-10,1.70,23.710399,92.720015
1286,Nagaland,NER,2019-02-10,2.00,25.666998,94.116570
1287,Tripura,NER,2019-02-10,3.80,23.835404,91.279999
1288,Punjab,NR,2019-02-11,111.30,31.519974,75.980003
1289,Haryana,NR,2019-02-11,122.50,28.450006,77.019991
1290,Rajasthan,NR,2019-02-11,210.80,26.449999,74.639981
1291,Delhi,NR,2019-02-11,69.00,28.669993,77.230004
1292,UP,NR,2019-02-11,276.90,27.599981,78.050006
1293,Uttarakhand,NR,2019-02-11,33.30,30.320409,78.050006
1294,HP,NR,2019-02-11,27.10,31.100025,77.166597
1295,J&K,NR,2019-02-11,44.20,33.450000,76.240000
1296,Chandigarh,NR,2019-02-11,3.60,30.719997,76.780006
1297,Chhattisgarh,WR,2019-02-11,74.30,22.090420,82.159987
1298,Gujarat,WR,2019-02-11,282.10,22.258700,71.192400
1299,MP,WR,2019-02-11,180.70,21.300391,76.130019
1300,Maharashtra,WR,2019-02-11,362.20,19.250232,73.160175
1301,Goa,WR,2019-02-11,12.30,15.491997,73.818001
1302,DNH,WR,2019-02-11,17.20,20.266578,73.016618
1303,"Andhra Pradesh",SR,2019-02-11,153.80,14.750429,78.570026
1304,Telangana,SR,2019-02-11,150.80,18.112400,79.019300
1305,Karnataka,SR,2019-02-11,121.00,12.570381,76.919997
1306,Kerala,SR,2019-02-11,62.30,8.900373,76.569993
1307,"Tamil Nadu",SR,2019-02-11,245.80,12.920386,79.150042
1308,Pondy,SR,2019-02-11,6.40,11.934994,79.830000
1309,Bihar,ER,2019-02-11,82.70,25.785414,87.479973
1310,Jharkhand,ER,2019-02-11,24.40,23.800393,86.419986
1311,Odisha,ER,2019-02-11,83.30,19.820430,85.900017
1312,"West Bengal",ER,2019-02-11,124.90,22.580390,88.329947
1313,Sikkim,ER,2019-02-11,1.20,27.333330,88.616648
1314,"Arunachal Pradesh",NER,2019-02-11,2.10,27.100399,93.616601
1315,Assam,NER,2019-02-11,25.90,26.749981,94.216667
1316,Manipur,NER,2019-02-11,2.40,24.799971,93.950017
1317,Meghalaya,NER,2019-02-11,5.80,25.570492,91.880014
1318,Mizoram,NER,2019-02-11,1.60,23.710399,92.720015
1319,Nagaland,NER,2019-02-11,2.30,25.666998,94.116570
1320,Tripura,NER,2019-02-11,4.10,23.835404,91.279999
1321,Punjab,NR,2019-02-12,108.50,31.519974,75.980003
1322,Haryana,NR,2019-02-12,117.40,28.450006,77.019991
1323,Rajasthan,NR,2019-02-12,205.00,26.449999,74.639981
1324,Delhi,NR,2019-02-12,64.80,28.669993,77.230004
1325,UP,NR,2019-02-12,281.40,27.599981,78.050006
1326,Uttarakhand,NR,2019-02-12,33.20,30.320409,78.050006
1327,HP,NR,2019-02-12,26.70,31.100025,77.166597
1328,J&K,NR,2019-02-12,43.90,33.450000,76.240000
1329,Chandigarh,NR,2019-02-12,3.50,30.719997,76.780006
1330,Chhattisgarh,WR,2019-02-12,74.10,22.090420,82.159987
1331,Gujarat,WR,2019-02-12,278.50,22.258700,71.192400
1332,MP,WR,2019-02-12,184.00,21.300391,76.130019
1333,Maharashtra,WR,2019-02-12,360.60,19.250232,73.160175
1334,Goa,WR,2019-02-12,12.30,15.491997,73.818001
1335,DNH,WR,2019-02-12,17.20,20.266578,73.016618
1336,"Andhra Pradesh",SR,2019-02-12,155.20,14.750429,78.570026
1337,Telangana,SR,2019-02-12,150.50,18.112400,79.019300
1338,Karnataka,SR,2019-02-12,142.80,12.570381,76.919997
1339,Kerala,SR,2019-02-12,65.00,8.900373,76.569993
1340,"Tamil Nadu",SR,2019-02-12,253.60,12.920386,79.150042
1341,Pondy,SR,2019-02-12,6.80,11.934994,79.830000
1342,Bihar,ER,2019-02-12,79.50,25.785414,87.479973
1343,Jharkhand,ER,2019-02-12,23.90,23.800393,86.419986
1344,Odisha,ER,2019-02-12,84.10,19.820430,85.900017
1345,"West Bengal",ER,2019-02-12,123.30,22.580390,88.329947
1346,Sikkim,ER,2019-02-12,1.20,27.333330,88.616648
1347,"Arunachal Pradesh",NER,2019-02-12,2.10,27.100399,93.616601
1348,Assam,NER,2019-02-12,25.20,26.749981,94.216667
1349,Manipur,NER,2019-02-12,2.50,24.799971,93.950017
1350,Meghalaya,NER,2019-02-12,5.80,25.570492,91.880014
1351,Mizoram,NER,2019-02-12,1.90,23.710399,92.720015
1352,Nagaland,NER,2019-02-12,2.10,25.666998,94.116570
1353,Tripura,NER,2019-02-12,4.10,23.835404,91.279999
1354,Punjab,NR,2019-02-13,98.80,31.519974,75.980003
1355,Haryana,NR,2019-02-13,104.30,28.450006,77.019991
1356,Rajasthan,NR,2019-02-13,202.40,26.449999,74.639981
1357,Delhi,NR,2019-02-13,61.20,28.669993,77.230004
1358,UP,NR,2019-02-13,268.80,27.599981,78.050006
1359,Uttarakhand,NR,2019-02-13,30.30,30.320409,78.050006
1360,HP,NR,2019-02-13,24.90,31.100025,77.166597
1361,J&K,NR,2019-02-13,42.20,33.450000,76.240000
1362,Chandigarh,NR,2019-02-13,3.10,30.719997,76.780006
1363,Chhattisgarh,WR,2019-02-13,74.40,22.090420,82.159987
1364,Gujarat,WR,2019-02-13,261.90,22.258700,71.192400
1365,MP,WR,2019-02-13,181.70,21.300391,76.130019
1366,Maharashtra,WR,2019-02-13,357.50,19.250232,73.160175
1367,Goa,WR,2019-02-13,12.30,15.491997,73.818001
1368,DNH,WR,2019-02-13,17.20,20.266578,73.016618
1369,"Andhra Pradesh",SR,2019-02-13,157.50,14.750429,78.570026
1370,Telangana,SR,2019-02-13,147.60,18.112400,79.019300
1371,Karnataka,SR,2019-02-13,141.70,12.570381,76.919997
1372,Kerala,SR,2019-02-13,60.30,8.900373,76.569993
1373,"Tamil Nadu",SR,2019-02-13,243.00,12.920386,79.150042
1374,Pondy,SR,2019-02-13,6.30,11.934994,79.830000
1375,Bihar,ER,2019-02-13,77.90,25.785414,87.479973
1376,Jharkhand,ER,2019-02-13,23.60,23.800393,86.419986
1377,Odisha,ER,2019-02-13,84.00,19.820430,85.900017
1378,"West Bengal",ER,2019-02-13,116.80,22.580390,88.329947
1379,Sikkim,ER,2019-02-13,1.10,27.333330,88.616648
1380,"Arunachal Pradesh",NER,2019-02-13,1.90,27.100399,93.616601
1381,Assam,NER,2019-02-13,24.50,26.749981,94.216667
1382,Manipur,NER,2019-02-13,2.60,24.799971,93.950017
1383,Meghalaya,NER,2019-02-13,5.90,25.570492,91.880014
1384,Mizoram,NER,2019-02-13,1.70,23.710399,92.720015
1385,Nagaland,NER,2019-02-13,2.30,25.666998,94.116570
1386,Tripura,NER,2019-02-13,4.10,23.835404,91.279999
1387,Punjab,NR,2019-02-14,104.60,31.519974,75.980003
1388,Haryana,NR,2019-02-14,118.90,28.450006,77.019991
1389,Rajasthan,NR,2019-02-14,232.80,26.449999,74.639981
1390,Delhi,NR,2019-02-14,71.80,28.669993,77.230004
1391,UP,NR,2019-02-14,261.40,27.599981,78.050006
1392,Uttarakhand,NR,2019-02-14,38.50,30.320409,78.050006
1393,HP,NR,2019-02-14,29.60,31.100025,77.166597
1394,J&K,NR,2019-02-14,48.50,33.450000,76.240000
1395,Chandigarh,NR,2019-02-14,3.80,30.719997,76.780006
1396,Chhattisgarh,WR,2019-02-14,73.70,22.090420,82.159987
1397,Gujarat,WR,2019-02-14,317.30,22.258700,71.192400
1398,MP,WR,2019-02-14,228.30,21.300391,76.130019
1399,Maharashtra,WR,2019-02-14,394.10,19.250232,73.160175
1400,Goa,WR,2019-02-14,9.80,15.491997,73.818001
1401,DNH,WR,2019-02-14,17.90,20.266578,73.016618
1402,"Andhra Pradesh",SR,2019-02-14,149.20,14.750429,78.570026
1403,Telangana,SR,2019-02-14,141.70,18.112400,79.019300
1404,Karnataka,SR,2019-02-14,205.30,12.570381,76.919997
1405,Kerala,SR,2019-02-14,68.80,8.900373,76.569993
1406,"Tamil Nadu",SR,2019-02-14,295.00,12.920386,79.150042
1407,Pondy,SR,2019-02-14,7.10,11.934994,79.830000
1408,Bihar,ER,2019-02-14,72.20,25.785414,87.479973
1409,Jharkhand,ER,2019-02-14,21.60,23.800393,86.419986
1410,Odisha,ER,2019-02-14,82.30,19.820430,85.900017
1411,"West Bengal",ER,2019-02-14,124.40,22.580390,88.329947
1412,Sikkim,ER,2019-02-14,1.30,27.333330,88.616648
1413,"Arunachal Pradesh",NER,2019-02-14,2.20,27.100399,93.616601
1414,Assam,NER,2019-02-14,23.90,26.749981,94.216667
1415,Manipur,NER,2019-02-14,2.80,24.799971,93.950017
1416,Meghalaya,NER,2019-02-14,6.30,25.570492,91.880014
1417,Mizoram,NER,2019-02-14,1.90,23.710399,92.720015
1418,Nagaland,NER,2019-02-14,2.10,25.666998,94.116570
1419,Tripura,NER,2019-02-14,3.90,23.835404,91.279999
1420,Punjab,NR,2019-02-15,109.70,31.519974,75.980003
1421,Haryana,NR,2019-02-15,125.60,28.450006,77.019991
1422,Rajasthan,NR,2019-02-15,236.70,26.449999,74.639981
1423,Delhi,NR,2019-02-15,71.70,28.669993,77.230004
1424,UP,NR,2019-02-15,264.70,27.599981,78.050006
1425,Uttarakhand,NR,2019-02-15,38.60,30.320409,78.050006
1426,HP,NR,2019-02-15,30.20,31.100025,77.166597
1427,J&K,NR,2019-02-15,48.90,33.450000,76.240000
1428,Chandigarh,NR,2019-02-15,3.80,30.719997,76.780006
1429,Chhattisgarh,WR,2019-02-15,75.10,22.090420,82.159987
1430,Gujarat,WR,2019-02-15,322.30,22.258700,71.192400
1431,MP,WR,2019-02-15,233.30,21.300391,76.130019
1432,Maharashtra,WR,2019-02-15,399.50,19.250232,73.160175
1433,Goa,WR,2019-02-15,11.50,15.491997,73.818001
1434,DNH,WR,2019-02-15,18.20,20.266578,73.016618
1435,"Andhra Pradesh",SR,2019-02-15,148.10,14.750429,78.570026
1436,Telangana,SR,2019-02-15,157.00,18.112400,79.019300
1437,Karnataka,SR,2019-02-15,204.50,12.570381,76.919997
1438,Kerala,SR,2019-02-15,70.10,8.900373,76.569993
1439,"Tamil Nadu",SR,2019-02-15,297.20,12.920386,79.150042
1440,Pondy,SR,2019-02-15,7.30,11.934994,79.830000
1441,Bihar,ER,2019-02-15,72.60,25.785414,87.479973
1442,Jharkhand,ER,2019-02-15,23.90,23.800393,86.419986
1443,Odisha,ER,2019-02-15,80.30,19.820430,85.900017
1444,"West Bengal",ER,2019-02-15,125.40,22.580390,88.329947
1445,Sikkim,ER,2019-02-15,1.50,27.333330,88.616648
1446,"Arunachal Pradesh",NER,2019-02-15,2.10,27.100399,93.616601
1447,Assam,NER,2019-02-15,23.60,26.749981,94.216667
1448,Manipur,NER,2019-02-15,2.50,24.799971,93.950017
1449,Meghalaya,NER,2019-02-15,6.30,25.570492,91.880014
1450,Mizoram,NER,2019-02-15,1.80,23.710399,92.720015
1451,Nagaland,NER,2019-02-15,2.20,25.666998,94.116570
1452,Tripura,NER,2019-02-15,3.60,23.835404,91.279999
1453,Punjab,NR,2019-02-16,112.80,31.519974,75.980003
1454,Haryana,NR,2019-02-16,129.10,28.450006,77.019991
1455,Rajasthan,NR,2019-02-16,237.00,26.449999,74.639981
1456,Delhi,NR,2019-02-16,72.70,28.669993,77.230004
1457,UP,NR,2019-02-16,272.50,27.599981,78.050006
1458,Uttarakhand,NR,2019-02-16,40.20,30.320409,78.050006
1459,HP,NR,2019-02-16,31.50,31.100025,77.166597
1460,J&K,NR,2019-02-16,49.40,33.450000,76.240000
1461,Chandigarh,NR,2019-02-16,4.00,30.719997,76.780006
1462,Chhattisgarh,WR,2019-02-16,76.10,22.090420,82.159987
1463,Gujarat,WR,2019-02-16,321.80,22.258700,71.192400
1464,MP,WR,2019-02-16,235.50,21.300391,76.130019
1465,Maharashtra,WR,2019-02-16,405.30,19.250232,73.160175
1466,Goa,WR,2019-02-16,11.50,15.491997,73.818001
1467,DNH,WR,2019-02-16,18.10,20.266578,73.016618
1468,"Andhra Pradesh",SR,2019-02-16,151.50,14.750429,78.570026
1469,Telangana,SR,2019-02-16,162.60,18.112400,79.019300
1470,Karnataka,SR,2019-02-16,211.10,12.570381,76.919997
1471,Kerala,SR,2019-02-16,70.90,8.900373,76.569993
1472,"Tamil Nadu",SR,2019-02-16,304.70,12.920386,79.150042
1473,Pondy,SR,2019-02-16,7.20,11.934994,79.830000
1474,Bihar,ER,2019-02-16,74.70,25.785414,87.479973
1475,Jharkhand,ER,2019-02-16,24.30,23.800393,86.419986
1476,Odisha,ER,2019-02-16,76.40,19.820430,85.900017
1477,"West Bengal",ER,2019-02-16,126.80,22.580390,88.329947
1478,Sikkim,ER,2019-02-16,1.60,27.333330,88.616648
1479,"Arunachal Pradesh",NER,2019-02-16,2.20,27.100399,93.616601
1480,Assam,NER,2019-02-16,23.70,26.749981,94.216667
1481,Manipur,NER,2019-02-16,2.90,24.799971,93.950017
1482,Meghalaya,NER,2019-02-16,5.90,25.570492,91.880014
1483,Mizoram,NER,2019-02-16,1.90,23.710399,92.720015
1484,Nagaland,NER,2019-02-16,2.10,25.666998,94.116570
1485,Tripura,NER,2019-02-16,3.70,23.835404,91.279999
1486,Punjab,NR,2019-02-17,110.70,31.519974,75.980003
1487,Haryana,NR,2019-02-17,126.40,28.450006,77.019991
1488,Rajasthan,NR,2019-02-17,235.20,26.449999,74.639981
1489,Delhi,NR,2019-02-17,71.60,28.669993,77.230004
1490,UP,NR,2019-02-17,272.50,27.599981,78.050006
1491,Uttarakhand,NR,2019-02-17,40.50,30.320409,78.050006
1492,HP,NR,2019-02-17,30.90,31.100025,77.166597
1493,J&K,NR,2019-02-17,47.30,33.450000,76.240000
1494,Chandigarh,NR,2019-02-17,3.90,30.719997,76.780006
1495,Chhattisgarh,WR,2019-02-17,78.40,22.090420,82.159987
1496,Gujarat,WR,2019-02-17,326.90,22.258700,71.192400
1497,MP,WR,2019-02-17,237.00,21.300391,76.130019
1498,Maharashtra,WR,2019-02-17,403.40,19.250232,73.160175
1499,Goa,WR,2019-02-17,11.50,15.491997,73.818001
1500,DNH,WR,2019-02-17,18.10,20.266578,73.016618
1501,"Andhra Pradesh",SR,2019-02-17,150.50,14.750429,78.570026
1502,Telangana,SR,2019-02-17,166.80,18.112400,79.019300
1503,Karnataka,SR,2019-02-17,213.00,12.570381,76.919997
1504,Kerala,SR,2019-02-17,70.80,8.900373,76.569993
1505,"Tamil Nadu",SR,2019-02-17,301.50,12.920386,79.150042
1506,Pondy,SR,2019-02-17,7.20,11.934994,79.830000
1507,Bihar,ER,2019-02-17,73.60,25.785414,87.479973
1508,Jharkhand,ER,2019-02-17,25.00,23.800393,86.419986
1509,Odisha,ER,2019-02-17,75.60,19.820430,85.900017
1510,"West Bengal",ER,2019-02-17,128.60,22.580390,88.329947
1511,Sikkim,ER,2019-02-17,1.50,27.333330,88.616648
1512,"Arunachal Pradesh",NER,2019-02-17,2.20,27.100399,93.616601
1513,Assam,NER,2019-02-17,23.50,26.749981,94.216667
1514,Manipur,NER,2019-02-17,2.90,24.799971,93.950017
1515,Meghalaya,NER,2019-02-17,6.20,25.570492,91.880014
1516,Mizoram,NER,2019-02-17,1.90,23.710399,92.720015
1517,Nagaland,NER,2019-02-17,2.20,25.666998,94.116570
1518,Tripura,NER,2019-02-17,3.70,23.835404,91.279999
1519,Punjab,NR,2019-02-18,109.50,31.519974,75.980003
1520,Haryana,NR,2019-02-18,125.10,28.450006,77.019991
1521,Rajasthan,NR,2019-02-18,236.60,26.449999,74.639981
1522,Delhi,NR,2019-02-18,71.30,28.669993,77.230004
1523,UP,NR,2019-02-18,268.00,27.599981,78.050006
1524,Uttarakhand,NR,2019-02-18,35.70,30.320409,78.050006
1525,HP,NR,2019-02-18,30.40,31.100025,77.166597
1526,J&K,NR,2019-02-18,42.90,33.450000,76.240000
1527,Chandigarh,NR,2019-02-18,3.90,30.719997,76.780006
1528,Chhattisgarh,WR,2019-02-18,78.80,22.090420,82.159987
1529,Gujarat,WR,2019-02-18,322.60,22.258700,71.192400
1530,MP,WR,2019-02-18,237.10,21.300391,76.130019
1531,Maharashtra,WR,2019-02-18,399.30,19.250232,73.160175
1532,Goa,WR,2019-02-18,11.50,15.491997,73.818001
1533,DNH,WR,2019-02-18,17.60,20.266578,73.016618
1534,"Andhra Pradesh",SR,2019-02-18,159.50,14.750429,78.570026
1535,Telangana,SR,2019-02-18,167.80,18.112400,79.019300
1536,Karnataka,SR,2019-02-18,217.60,12.570381,76.919997
1537,Kerala,SR,2019-02-18,70.60,8.900373,76.569993
1538,"Tamil Nadu",SR,2019-02-18,302.20,12.920386,79.150042
1539,Pondy,SR,2019-02-18,7.10,11.934994,79.830000
1540,Bihar,ER,2019-02-18,73.30,25.785414,87.479973
1541,Jharkhand,ER,2019-02-18,24.80,23.800393,86.419986
1542,Odisha,ER,2019-02-18,73.50,19.820430,85.900017
1543,"West Bengal",ER,2019-02-18,132.40,22.580390,88.329947
1544,Sikkim,ER,2019-02-18,1.50,27.333330,88.616648
1545,"Arunachal Pradesh",NER,2019-02-18,2.20,27.100399,93.616601
1546,Assam,NER,2019-02-18,23.80,26.749981,94.216667
1547,Manipur,NER,2019-02-18,2.70,24.799971,93.950017
1548,Meghalaya,NER,2019-02-18,6.30,25.570492,91.880014
1549,Mizoram,NER,2019-02-18,1.80,23.710399,92.720015
1550,Nagaland,NER,2019-02-18,2.20,25.666998,94.116570
1551,Tripura,NER,2019-02-18,3.80,23.835404,91.279999
1552,Punjab,NR,2019-02-19,106.70,31.519974,75.980003
1553,Haryana,NR,2019-02-19,127.30,28.450006,77.019991
1554,Rajasthan,NR,2019-02-19,234.30,26.449999,74.639981
1555,Delhi,NR,2019-02-19,69.20,28.669993,77.230004
1556,UP,NR,2019-02-19,270.00,27.599981,78.050006
1557,Uttarakhand,NR,2019-02-19,39.60,30.320409,78.050006
1558,HP,NR,2019-02-19,29.80,31.100025,77.166597
1559,J&K,NR,2019-02-19,49.40,33.450000,76.240000
1560,Chandigarh,NR,2019-02-19,3.60,30.719997,76.780006
1561,Chhattisgarh,WR,2019-02-19,78.10,22.090420,82.159987
1562,Gujarat,WR,2019-02-19,319.90,22.258700,71.192400
1563,MP,WR,2019-02-19,238.50,21.300391,76.130019
1564,Maharashtra,WR,2019-02-19,403.50,19.250232,73.160175
1565,Goa,WR,2019-02-19,11.50,15.491997,73.818001
1566,DNH,WR,2019-02-19,17.90,20.266578,73.016618
1567,"Andhra Pradesh",SR,2019-02-19,160.80,14.750429,78.570026
1568,Telangana,SR,2019-02-19,169.70,18.112400,79.019300
1569,Karnataka,SR,2019-02-19,212.90,12.570381,76.919997
1570,Kerala,SR,2019-02-19,70.20,8.900373,76.569993
1571,"Tamil Nadu",SR,2019-02-19,294.60,12.920386,79.150042
1572,Pondy,SR,2019-02-19,6.60,11.934994,79.830000
1573,Bihar,ER,2019-02-19,74.10,25.785414,87.479973
1574,Jharkhand,ER,2019-02-19,24.40,23.800393,86.419986
1575,Odisha,ER,2019-02-19,74.40,19.820430,85.900017
1576,"West Bengal",ER,2019-02-19,127.10,22.580390,88.329947
1577,Sikkim,ER,2019-02-19,1.40,27.333330,88.616648
1578,"Arunachal Pradesh",NER,2019-02-19,2.20,27.100399,93.616601
1579,Assam,NER,2019-02-19,23.90,26.749981,94.216667
1580,Manipur,NER,2019-02-19,2.80,24.799971,93.950017
1581,Meghalaya,NER,2019-02-19,6.20,25.570492,91.880014
1582,Mizoram,NER,2019-02-19,1.90,23.710399,92.720015
1583,Nagaland,NER,2019-02-19,2.20,25.666998,94.116570
1584,Tripura,NER,2019-02-19,4.30,23.835404,91.279999
1585,Punjab,NR,2019-02-20,101.50,31.519974,75.980003
1586,Haryana,NR,2019-02-20,118.20,28.450006,77.019991
1587,Rajasthan,NR,2019-02-20,232.00,26.449999,74.639981
1588,Delhi,NR,2019-02-20,67.00,28.669993,77.230004
1589,UP,NR,2019-02-20,264.30,27.599981,78.050006
1590,Uttarakhand,NR,2019-02-20,36.60,30.320409,78.050006
1591,HP,NR,2019-02-20,27.40,31.100025,77.166597
1592,J&K,NR,2019-02-20,48.90,33.450000,76.240000
1593,Chandigarh,NR,2019-02-20,3.30,30.719997,76.780006
1594,Chhattisgarh,WR,2019-02-20,79.00,22.090420,82.159987
1595,Gujarat,WR,2019-02-20,312.30,22.258700,71.192400
1596,MP,WR,2019-02-20,235.30,21.300391,76.130019
1597,Maharashtra,WR,2019-02-20,392.40,19.250232,73.160175
1598,Goa,WR,2019-02-20,11.90,15.491997,73.818001
1599,DNH,WR,2019-02-20,17.80,20.266578,73.016618
1600,"Andhra Pradesh",SR,2019-02-20,159.10,14.750429,78.570026
1601,Telangana,SR,2019-02-20,172.10,18.112400,79.019300
1602,Karnataka,SR,2019-02-20,200.40,12.570381,76.919997
1603,Kerala,SR,2019-02-20,64.30,8.900373,76.569993
1604,"Tamil Nadu",SR,2019-02-20,282.40,12.920386,79.150042
1605,Pondy,SR,2019-02-20,6.50,11.934994,79.830000
1606,Bihar,ER,2019-02-20,74.00,25.785414,87.479973
1607,Jharkhand,ER,2019-02-20,23.40,23.800393,86.419986
1608,Odisha,ER,2019-02-20,73.30,19.820430,85.900017
1609,"West Bengal",ER,2019-02-20,119.80,22.580390,88.329947
1610,Sikkim,ER,2019-02-20,1.20,27.333330,88.616648
1611,"Arunachal Pradesh",NER,2019-02-20,2.20,27.100399,93.616601
1612,Assam,NER,2019-02-20,22.60,26.749981,94.216667
1613,Manipur,NER,2019-02-20,2.90,24.799971,93.950017
1614,Meghalaya,NER,2019-02-20,6.20,25.570492,91.880014
1615,Mizoram,NER,2019-02-20,2.00,23.710399,92.720015
1616,Nagaland,NER,2019-02-20,2.20,25.666998,94.116570
1617,Tripura,NER,2019-02-20,3.60,23.835404,91.279999
1618,Punjab,NR,2019-02-21,155.90,31.519974,75.980003
1619,Haryana,NR,2019-02-21,165.30,28.450006,77.019991
1620,Rajasthan,NR,2019-02-21,248.10,26.449999,74.639981
1621,Delhi,NR,2019-02-21,111.80,28.669993,77.230004
1622,UP,NR,2019-02-21,428.20,27.599981,78.050006
1623,Uttarakhand,NR,2019-02-21,45.00,30.320409,78.050006
1624,HP,NR,2019-02-21,28.90,31.100025,77.166597
1625,J&K,NR,2019-02-21,46.70,33.450000,76.240000
1626,Chandigarh,NR,2019-02-21,5.20,30.719997,76.780006
1627,Chhattisgarh,WR,2019-02-21,94.30,22.090420,82.159987
1628,Gujarat,WR,2019-02-21,385.70,22.258700,71.192400
1629,MP,WR,2019-02-21,224.00,21.300391,76.130019
1630,Maharashtra,WR,2019-02-21,509.50,19.250232,73.160175
1631,Goa,WR,2019-02-21,12.40,15.491997,73.818001
1632,DNH,WR,2019-02-21,14.60,20.266578,73.016618
1633,"Andhra Pradesh",SR,2019-02-21,197.00,14.750429,78.570026
1634,Telangana,SR,2019-02-21,176.00,18.112400,79.019300
1635,Karnataka,SR,2019-02-21,194.90,12.570381,76.919997
1636,Kerala,SR,2019-02-21,85.60,8.900373,76.569993
1637,"Tamil Nadu",SR,2019-02-21,345.50,12.920386,79.150042
1638,Pondy,SR,2019-02-21,9.20,11.934994,79.830000
1639,Bihar,ER,2019-02-21,105.30,25.785414,87.479973
1640,Jharkhand,ER,2019-02-21,28.20,23.800393,86.419986
1641,Odisha,ER,2019-02-21,96.50,19.820430,85.900017
1642,"West Bengal",ER,2019-02-21,185.50,22.580390,88.329947
1643,Sikkim,ER,2019-02-21,1.30,27.333330,88.616648
1644,"Arunachal Pradesh",NER,2019-02-21,2.20,27.100399,93.616601
1645,Assam,NER,2019-02-21,25.20,26.749981,94.216667
